Título,Anos,Local,Fichas Históricas,Quantidade de PDF,Links dos PDFs
costumes ,['1903-1904'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/../../FichasHistoricas/Aguilhadas.pdf,12,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1903/N01/N01_master/AguilhadasN01.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1903/N02/N02_master/AguilhadasN02.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1903/N03/N03_master/AguilhadasN03.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1903/N04/N04_master/AguilhadasN04.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1903/N05/N05_master/AguilhadasN05.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1903/N06/N06_master/AguilhadasN06.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1904/N07/N07_master/AguilhadasN07.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1904/N08/N08_master/AguilhadasN08.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1904/N09/N09_master/AguilhadasN09.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1904/N10/N10_master/AguilhadasN10.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1904/N11/N11_master/AguilhadasN11.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Aguilhadas/1904/N12/N12_master/AguilhadasN12.PDF']"
Álbum das Glórias ,['1880-1902'],Lisboa,Sem Ficha Histórica,39,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N01_Mar1880/N01_Mar1880_master/AlbumDasGlorias_N01_Mar1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N02_Mar1880/N02_Mar1880_master/AlbumDasGlorias_N02_Mar1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N03_Abr1880/N03_Abr1880_master/AlbumDasGlorias_N03_Abr1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N04_Abr1880/N04_Abr1880_master/AlbumDasGlorias_N04_Abr1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N05_Mai1880/N05_Mai1880_master/AlbumDasGlorias_N05_Mai1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N06_Mai1880/N06_Mai1880_master/AlbumDasGlorias_N06_Mai1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N07_Jun1880/N07_Jun1880_master/AlbumDasGlorias_N07_Jun1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N08_Jun1880/N08_Jun1880_master/AlbumDasGlorias_N08_Jun1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N09_Jul1880/N09_Jul1880_master/AlbumDasGlorias_N09_Jul1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N10_Ago1880/N10_Ago1880_master/AlbumDasGlorias_N10_Ago1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N11_Ago1880/N11_Ago1880_master/AlbumDasGlorias_N11_Ago1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N12_Nov1880/N12_Nov1880_master/AlbumDasGlorias_N12_Nov1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N13_Nov1880/N13_Nov1880_master/AlbumDasGlorias_N13_Nov1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N14_Dez1880/N14_Dez1880_master/AlbumDasGlorias_N14_Dez1880.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N15_Jan1881/N15_Jan1881_master/AlbumDasGlorias_N15_Jan1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N16_Mai1881/N16_Mai1881_master/AlbumDasGlorias_N16_Mai1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N17_Ago1881/N17_Ago1881_master/AlbumDasGlorias_N17_Ago1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N18_Ago1881/N18_Ago1881_master/AlbumDasGlorias_N18_Ago1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N19_Set1881/N19_Set1881_master/AlbumDasGlorias_N19_Set1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N20_Set1881/N20_Set1881_master/AlbumDasGlorias_N20_Set1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N21_Out1881/N21_Out1881_master/AlbumDasGlorias_N21_Out1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N22_Nov1881/N22_Nov1881_master/AlbumDasGlorias_N22_Nov1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N23_Dez1881/N23_Dez1881_master/AlbumDasGlorias_N23_Dez1881.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N24_Jan1882/N24_Jan1882_master/AlbumDasGlorias_N24_Jan1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N25_Mar1882/N25_Mar1882_master/AlbumDasGlorias_N25_Mar1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N26_Abr1882/N26_Abr1882_master/AlbumDasGlorias_N26_Abr1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N27_Abr1882/N27_Abr1882_master/AlbumDasGlorias_N27_Abr1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N28_Mai1882/N28_Mai1882_master/AlbumDasGlorias_N28_Mai1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N29_Jun1882/N29_Jun1882_master/AlbumDasGlorias_N29_Jun1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N30_Jul1882/N30_Jul1882_master/AlbumDasGlorias_N30_Jul1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N31_Ago1882/N31_Ago1882_master/AlbumDasGlorias_N31_Ago1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N32_Set1882/N32_Set1882_master/AlbumDasGlorias_N32_Set1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N33_Out1882/N33_Out1882_master/AlbumDasGlorias_N33_Out1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N34_Nov1882/N34_Nov1882_master/AlbumDasGlorias_N34_Nov1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N35_Dez1882/N35_Dez1882_master/AlbumDasGlorias_N35_Dez1882.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N36_Jan1883/N36_Jan1883_master/AlbumDasGlorias_N36_Jan1883.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N37_Mar1902/N37_Mar1902_master/AlbumDasGlorias_N37_Mar1902.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N38_Mar1902/N38_Mar1902_master/AlbumDasGlorias_N38_Mar1902.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumDasGlorias/N39_Abr1902/N39_Abr1902_master/AlbumDasGlorias_N39_Abr1902.PDF']"
Album dos artistas ,['1956-1959'],Lisboa,Sem Ficha Histórica,48,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N01/N01_master/AlbumdosArtistas_N01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N02/N02_master/AlbumdosArtistas_N02.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N03/N03_master/AlbumdosArtistas_N03.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N04/N04_master/AlbumdosArtistas_N04.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N06/N06_master/AlbumdosArtistas_N06.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N07/N07_master/AlbumdosArtistas_N07.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N08/N08_master/AlbumdosArtistas_N08.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N09/N09_master/AlbumdosArtistas_N09.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N10/N10_master/AlbumdosArtistas_N10.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N11/N11_master/AlbumdosArtistas_N11.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N12/N12_master/AlbumdosArtistas_N12.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N13/N13_master/AlbumdosArtistas_N13.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N14/N14_master/AlbumdosArtistas_N14.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N15/N15_master/AlbumdosArtistas_N15.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N16/N16_master/AlbumdosArtistas_N16.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N17/N17_master/AlbumdosArtistas_N17.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N18/N18_master/AlbumdosArtistas_N18.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N19/N19_master/AlbumdosArtistas_N19.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N20/N20_master/AlbumdosArtistas_N20.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N21/N21_master/AlbumdosArtistas_N21.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N22/N22_master/AlbumdosArtistas_N22.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N23/N23_master/AlbumdosArtistas_N23.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N24/N24_master/AlbumdosArtistas_N24.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N25/N25_master/AlbumdosArtistas_N25.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N26/N26_master/AlbumdosArtistas_N26.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N27/N27_master/AlbumdosArtistas_N27.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N28/N28_master/AlbumdosArtistas_N28.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N29/N29_master/AlbumdosArtistas_N29.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N30/N30_master/AlbumdosArtistas_N30.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N31/N31_master/AlbumdosArtistas_N31.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N32/N32_master/AlbumdosArtistas_N32.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N33/N33_master/AlbumdosArtistas_N33.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N34/N34_master/AlbumdosArtistas_N34.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N35/N35_master/AlbumdosArtistas_N35.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N36/N36_master/AlbumdosArtistas_N36.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N37/N37_master/AlbumdosArtistas_N37.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N38/N38_master/AlbumdosArtistas_N38.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N39/N39_master/AlbumdosArtistas_N39.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N40/N40_master/AlbumdosArtistas_N40.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N41/N41_master/AlbumdosArtistas_N41.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N42/N42_master/AlbumdosArtistas_N42.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N43/N43_master/AlbumdosArtistas_N43.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N44/N44_master/AlbumdosArtistas_N44.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N45/N45_master/AlbumdosArtistas_N45.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N46/N46_master/AlbumdosArtistas_N46.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N47/N47_master/AlbumdosArtistas_N47.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N48/N48_master/AlbumdosArtistas_N48.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosArtistas/N49/N49_master/AlbumdosArtistas_N49.pdf']"
Álbum dos vencidos ,['1913-1914'],Lisboa,Sem Ficha Histórica,12,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N01/N01_master/AlbumdosVencidos_N01_15Mar1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N02/N02_master/AlbumdosVencidos_N02_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N03/N03_master/AlbumdosVencidos_N03_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N04/N04_master/AlbumdosVencidos_N04_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N05/N05_master/AlbumdosVencidos_N05_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N06/N06_master/AlbumdosVencidos_N06_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N07/N07_master/AlbumdosVencidos_N07_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N08/N08_master/AEntrevista_N08_31Dez1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N09/N09_master/AlbumdosVencidos_N09_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N10/N10_master/AlbumdosVencidos_N010_1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N08/N08_master/AEntrevista_N08_31Dez1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlbumdosVencidos/N12/N12_master/AlbumdosVencidos_N012_1914.pdf']"
O aldrubia ,['1931-1932'],Lisboa,Sem Ficha Histórica,4,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/OAldrubia/N02/N02_master/OAldrubia_N02_14Dez1931.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OAldrubia/N03/N03_master/OAldrubia_N03_19Dez1931.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OAldrubia/N04/N04_master/OAldrubia_N04_09Jan1932.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OAldrubia/N05/N05_master/OAldrubia_N05_16Jan1932.PDF']"
Alma de marialvas : órgão dos Marialvas de S. Cristóvão ,['1957'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmadeMarialvas/../../FichasHistoricas/AlmadeMarialvas.pdf,1,['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmadeMarialvas/AlmadeMarialvas_master/AlmadeMarialvas.pdf']
Alma Nova: quinzenário académico ,['1931'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova1931/../../FichasHistoricas/AlmaNova_1931.pdf,2,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova1931/N01/N01_master/AlmaNova1931N01_1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova1931/N02/N02_master/AlmaNova1931N02.PDF']"
Alma Nova ,"['1915-1918', '1922-1925', '1927-1929']",Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/../../FichasHistoricas/AlmaNovaIIserie.pdf,39,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/Indice/Indice_master/AlmaNovaIndiceIISerie.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N01/N01_master/AlmaNovaIISerieN01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N02/N02_master/AlmaNovaIISerieN02.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N03/N03_master/AlmaNovaISerieN03.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N04/N04_master/AlmaNovaISerieN04.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N19/N19_master/AlmaNovaIISerieN19.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N20/N20_master/AlmaNovaIISerieN20.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N21_24/N21_24_master/AlmaNovaIISerieN21_24.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/IISerie/N25/N25_master/AlmaNovaIISerieN25.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N01/N01_master/AlmaNovaN01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N02/N02_master/AlmaNovaIIIN2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N03/N03_master/AlmaNovaIIIN3.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N04_06/N04_06_master/AlmaNovaIIIN4_6.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N07_09/N07_09_master/AlmaNovaIIIN7_9.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N10_12/N10_12_master/AlmaNovaIIIN10_12.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N13_15/N13_15_master/AlmaNovaIIIN13_15.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N16_18/N16_18_master/AlmaNovaIIIN16_18.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N19_20/N19_20_master/AlmaNovaIIIn19_20.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N21_24/N21_24_master/AlmaNovaIIIN21_24.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N25_27/N25_27_master/AlmaNovaIIIN25_27.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N28_30/N28_30_master/AlmaNovaIIIN28_30.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N31_32/N31_32_master/AlmaNovaIIIN31_32.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N33_34/N33_34_master/AlmaNovaIIIN33_34.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/3Serie/N35_36/N35_36_master/AlmaNovaIIIN35_36.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N01/N01_master/AlmaNovaN1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N02/N02_master/AlmaNovaN2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N03/N03_master/AlmaNovaN3.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N04/N04_master/AlmaNovaN4.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N05_06/N05_06_master/AlmaNovaN5_6.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N07/N07_master/AlmaNovaN7.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N08/N08_master/AlmaNovaN8.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N09_10/N09_10_master/AlmaNovaN9_10.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N11_12/N11_12_master/AlmaNovaN11_12.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N13/N13_master/AlmaNovaN13.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N14/N14_master/AlmaNovaN14.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmaNova/5Serie/N15/N15_master/AlmaNovaN15.pdf']"
Altura: Cadernos de Poesia ,['1945'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Altura/../../FichasHistoricas/Altura.pdf,2,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Altura/N1/N1_master/AlturaCadernosdePoesiaN1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Altura/N2/N2_master/AlturaCadernosdePoesiaN2.pdf']"
Almanach das Artes e Letras ,['1874-1876'],Lisboa,Sem Ficha Histórica,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachDasArtesELetras/1874/1874_master/AlmanachDasArtesELetras_A1_1874.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachDasArtesELetras/1875/1875_master/AlmanachDasArtesELetras_A2_1875.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachDasArtesELetras/1876/1876_master/AlmanachDasArtesELetras_A3_1876.PDF']"
Almanach de Caricaturas ,['1874-1876'],Lisboa,Sem Ficha Histórica,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachdeCaricaturas/1874/1874_master/AlmanachdeCaricaturas_1874.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachdeCaricaturas/1875/1875_master/AlmanachdeCaricaturas_1875.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachdeCaricaturas/1876/1876_master/AlmanachdeCaricaturas_1876.PDF']"
Almanach do Antonio Maria ,['1882-1884'],Lisboa,Sem Ficha Histórica,2,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachdoAntonioMaria/1882/1882_master/AlmanachdoAntonioMaria_1882.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachdoAntonioMaria/1883-1884/1883-1884_master/AlmanachdoAntonioMaria_1883-1884.pdf']"
Almanach dos pontos nos ii ,['1887'],Lisboa,Sem Ficha Histórica,1,['https://hemerotecadigital.cm-lisboa.pt/Periodicos/AlmanachdosPontosnosII/1887/1887_master/AlmanachdosPontosnosII_1887.pdf']
Almanaque ,['1959-1961'],Lisboa,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/../../FichasHistoricas/Almanaque.pdf,18,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1959/Out/Out_master/Almanaque_Out1959.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1959/Nov/Nov_master/Almanaque_Nov1959.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1959/Dez/Dez_master/Almanaque_Dez1959.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Jan/Jan_master/Almanaque_Jan1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Fev/Fev_master/Almanaque_Fev1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Mar/Mar_master/Almanaque_Mar1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Abr/Abr_master/Almanaque_Abr1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Mai/Mai_master/Almanaque_Mai1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Jun/Jun_master/Almanaque_Jun1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Jul/Jul_master/Almanaque_Jul1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Ago/Ago_master/Almanaque_Ago1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Set/Set_master/Almanaque_Set1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Out/Out_master/Almanaque_Out1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Nov/Nov_master/Almanaque_Nov1960.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1960/Dez-Jan/Dez-Jan_master/Almanaque_Dez1960-Jan1961.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1961/Fev/Fev_master/Almanaque_Fev1961.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1961/Mar-Abr/Mar-Abr_master/Almanaque_Mar-Abr1961.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Almanaque/1961/Mai/Mai_master/Almanaque_Mai1961.pdf']"
